STT,Phân loại,Loại Hàng,Độ mạ,Độ dày,Độ Mác thép,Mã màu,Khối lượng,Met A,Met B,Met C,Tỷ trọng thực tế,Tên màu,Khổ (mm),Ngày bán,Thành Tiền,Khu Vực (Quận/Huyện),Tỉnh / Thành Phố_x,Năm,Tháng,Ngày,Thứ,Cuối tuần,Tuần trong tháng,Quý,Mùa,Doanh thu trên mỗi kg sản phẩm,Doanh thu trên mỗi mm khổ,Mức_độ_dày,Phân loại độ dày vật lý,Dòng sản phẩm,Nhóm độ dày SKU,Cấp chất lượng vật liệu,Mã màu chuẩn hóa,Khổ sản phẩm (mm),Mã_sản_phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng số giao dịch của sản phẩm,Tổng doanh thu sản phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng doanh thu sản phẩm,Mã khách hàng,Loại khách,Tỉnh / Thành Phố_y,Tên_khách_hàng,Phân khúc sản phẩm,Mức rủi ro giao dịch,Độ phức tạp bảo hành,Mức độ khiếu nại,Cờ giao hàng trễ,Cờ khiếu nại lặp lại,Cờ giao dịch bất thường,% đóng góp doanh thu,Tỷ lệ chi phí ước tính,Biên lợi nhuận ước tính,Điểm hài lòng KH (proxy)
909,1,PPGL,AZ050,0.4,G550,PBLU09,4110,1302,0,2,3.151840491,XDT,1200,1/15/2026,90392874,TX. Bến Cát,Bình Dương,2026,1,15,Thursday,FALSE,3,2026Q1,Mùa khô,21993.4,75327.395,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PBLU09,1200,TONMAU_TRUNGBINH_CAO_PBLU09_1200,90392874,5,57,4865795803,85364838.65,9.5,10689658678,CUST_0092,Wholesale,Long An,Công ty TNHH VLXD An Phát - Long An,Standard,Medium,Medium,Low,0,0,0,0.106490635,0.6312473085,0.3687526915,85
942,1,PPGL,AZ050,0.5,G550,PBLU09,3300,1082,0,2,3.044280443,Màu xanh dương tím,1200,1/24/2026,95427596,TX. Bến Cát,Bình Dương,2026,1,24,Saturday,TRUE,4,2026Q1,Mùa khô,28917.45333,79522.99667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PBLU09,1200,TONMAU_TRUNGBINH_CAO_PBLU09_1200,106752756,9,57,4865795803,85364838.65,9.5,10689658678,CUST_0042,Retail,TP. Hồ Chí Minh,Đại lý VLXD Phú Cường - TP. Hồ Chí Minh,Economy,Medium,Low,Low,0,0,0,0.1124219736,0.8487299164,0.1512700836,85
947,2,PPGL,AZ050,0.45,G550,PBLU09,560,0,146,2,3.783783784,Màu xanh dương tím,1200,1/27/2026,11325160,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2026,1,27,Tuesday,FALSE,4,2026Q1,Mùa khô,20223.5,9437.633333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PBLU09,1200,TONMAU_TRUNGBINH_CAO_PBLU09_1200,106752756,3,57,4865795803,85364838.65,9.5,4092565301,CUST_0061,Retail,Bình Định,Đại lý VLXD Nam Việt - Bình Định,Economy,Low,Low,Low,1,0,0,0.01334201942,0.8487299164,0.1512700836,75
1010,1,PPGL,AZ050,0.4,G550,PBLU09,4190,1322,0,2,3.164652568,Màu xanh dương tím,1200,1/31/2026,97913596,TX. Bến Cát,Bình Dương,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,23368.4,81594.66333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PBLU09,1200,TONMAU_TRUNGBINH_CAO_PBLU09_1200,97913596,4,57,4865795803,85364838.65,9.5,10689658678,CUST_0022,Retail,Bình Thuận,Đại lý VLXD Đại Phát - Bình Thuận,Economy,Low,Low,Medium,0,0,0,0.1153506969,0.8487299164,0.1512700836,85
65,1,PPGL,AZ050,0.4,G550,PGRA01,4780,1538,0,2,3.103896104,XLC,1200,8/15/2025,114067052,Huyện Long Hồ,Vĩnh Long,2025,8,15,Friday,FALSE,3,2025Q3,Mùa mưa,23863.4,95055.87667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,114067052,,23,1873538255,81458184.98,3.833333333,7589710139,CUST_0021,Wholesale,Gia Lai,Công ty TNHH VLXD An Phát - Gia Lai,Standard,Low,Medium,Low,1,0,0,0.1343808672,0.6312473085,0.3687526915,75
92,1B,PPGL,AZ050,0.45,G550,PGRA01,4570,1210,0,2,3.770627063,XLC,1200,8/23/2025,101143240,TP. Thủ Đức,TP. Hồ Chí Minh,2025,8,23,Saturday,TRUE,4,2025Q3,Mùa mưa,22132,84286.03333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,101143240,8,23,1873538255,81458184.98,3.833333333,42799130622,CUST_0070,Partner,Long An,Xưởng VLXD Đại Phát - Long An,Premium,High,High,High,0,0,1,0.1191554973,0.5533159006,0.4466840994,75
195,1,PPGL,AZ050,0.4,G550,PGRA01,4280,1338,0,2,3.194029851,XLC,1200,9/20/2025,97031880,Huyện Cẩm Mỹ,Đồng Nai,2025,9,20,Saturday,TRUE,3,2025Q3,Mùa mưa,22671,80859.9,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,97031880,28,23,1873538255,81458184.98,3.833333333,8377944669,CUST_0001,Retail,Gia Lai,Đại lý VLXD Phú Cường - Gia Lai,Economy,Low,Low,Low,0,0,0,0.1143119591,0.8487299164,0.1512700836,85
314,1A,PPGL,AZ050,0.5,G550,PGRA01,3615,838,0,2,4.303571429,XLC,1200,10/10/2025,70984501.5,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,10,Friday,FALSE,2,2025Q4,Mùa mưa,19636.1,59153.75125,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,70984501.5,20,23,1873538255,81458184.98,3.833333333,42799130622,CUST_0005,Retail,Bình Dương,Đại lý VLXD Hưng Thịnh - Bình Dương,Economy,Low,Low,Low,0,0,0,0.08362589113,0.8487299164,0.1512700836,85
521,1,PPGL,AZ050,0.4,G550,PGRA01,3090,994,0,2,3.102409639,XLC,1200,10/31/2025,70964322,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,31,Friday,FALSE,5,2025Q4,Mùa mưa,22965.8,59136.935,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,70964322,21,23,1873538255,81458184.98,3.833333333,42799130622,CUST_0105,Partner,Bà Rịa - Vũng Tàu,Xưởng VLXD Việt Thành - Bà Rịa - Vũng Tàu,Premium,High,High,Medium,0,0,1,0.08360211793,0.5533159006,0.4466840994,90
535,2,PPGL,AZ050,0.4,G550,PGRA01,710,226,0,2,3.114035088,XLC,1200,11/3/2025,15620000,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,11,3,Monday,FALSE,1,2025Q4,Mùa khô,22000,13016.66667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,124308162,3,23,1873538255,81458184.98,3.833333333,4092565301,CUST_0012,Partner,Đồng Nai,Xưởng VLXD Minh Phát - Đồng Nai,Premium,Medium,High,High,0,0,0,0.01840171294,0.5533159006,0.4466840994,75
536,2,PPGL,AZ050,0.4,G550,PGRA01,820,258,0,2,3.153846154,XLC,1200,11/3/2025,18040000,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,11,3,Monday,FALSE,1,2025Q4,Mùa khô,22000,15033.33333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,124308162,0,23,1873538255,81458184.98,3.833333333,4092565301,CUST_0090,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Medium,1,0,0,0.02125268254,0.8487299164,0.1512700836,75
534,1A,PPGL, AZ05,0.5,G550,PGRA01,4460,1042,0,2,4.272030651,XLC,1200,11/4/2025,90648162,TP. Quy Nhơn,Bình Định,2025,11,4,Tuesday,FALSE,1,2025Q4,Mùa khô,20324.7,75540.135,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,124308162,1,23,1873538255,81458184.98,3.833333333,6068560773,CUST_0046,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Bình Minh - Bà Rịa - Vũng Tàu,Standard,Medium,Medium,Low,1,0,0,0.1067913864,0.6312473085,0.3687526915,75
607,2,PPGL,AZ050,0.4,G550,PGRA01,4090,1294,0,2,3.155864198,XLC,1200,11/15/2025,89530100,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,11,15,Saturday,TRUE,3,2025Q4,Mùa khô,21890,74608.41667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,181292100,11,23,1873538255,81458184.98,3.833333333,4092565301,CUST_0034,Partner,Đồng Nai,Xưởng VLXD Phúc Lộc - Đồng Nai,Standard,High,Medium,High,0,0,1,0.1054742125,0.6312473085,0.3687526915,70
608,2,PPGL,AZ050,0.45,G550,PGRA01,4300,1186,0,2,3.61952862,XLC,1200,11/15/2025,91762000,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,11,15,Saturday,TRUE,3,2025Q4,Mùa khô,21340,76468.33333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,181292100,0,23,1873538255,81458184.98,3.833333333,4092565301,CUST_0049,Retail,Đồng Nai,Đại lý VLXD Bình Minh - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.108103584,0.8487299164,0.1512700836,85
639,1A,PPGL,AZ050,0.5,G550,PGRA01,3480,806,0,2,4.306930693,XLC,1200,12/1/2025,72387480,Quận 1,TP. Hồ Chí Minh,2025,12,1,Monday,FALSE,1,2025Q4,Mùa khô,20801,60322.9,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,170223064,16,23,1873538255,81458184.98,3.833333333,42799130622,CUST_0078,Retail,Gia Lai,Đại lý VLXD Việt Thành - Gia Lai,Economy,Low,Low,Medium,0,0,0,0.08527872132,0.8487299164,0.1512700836,85
649,1,PPGL,AZ050,0.45,G550,PGRA01,4480,1242,0,2,3.601286174,XLC,1200,12/4/2025,97835584,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,12,4,Thursday,FALSE,1,2025Q4,Mùa khô,21838.3,81529.65333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,170223064,3,23,1873538255,81458184.98,3.833333333,4092565301,CUST_0090,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Low,1,0,0,0.115258792,0.8487299164,0.1512700836,75
674,1,PPGL,AZ050,0.45,G550,PGRA01,4150,1150,0,2,3.602430556,XLC,1200,12/10/2025,92181045,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,10,Wednesday,FALSE,2,2025Q4,Mùa khô,22212.3,76817.5375,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,92181045,6,23,1873538255,81458184.98,3.833333333,42799130622,CUST_0045,Retail,Tỉnh Khánh Hòa,Đại lý VLXD An Phát - Tỉnh Khánh Hòa,Economy,Medium,Low,Medium,0,0,0,0.1085972553,0.8487299164,0.1512700836,85
737,1,PPGL,AZ050,0.45,G550,PGRA01,4280,1182,0,2,3.614864865,XLC,1200,12/26/2025,94597844,Huyện Cẩm Mỹ,Đồng Nai,2025,12,26,Friday,FALSE,4,2025Q4,Mùa khô,22102.3,78831.53667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,94597844,16,23,1873538255,81458184.98,3.833333333,8377944669,CUST_0027,Retail,Vĩnh Long,Đại lý VLXD Hoàng Gia - Vĩnh Long,Economy,Medium,Low,Low,0,0,0,0.1114444539,0.8487299164,0.1512700836,85
756,2,PPGL,AZ050,0.45,G550,PGRA01,1230,338,0,2,3.617647059,XLC,1200,12/29/2025,26112900,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,12,29,Monday,FALSE,5,2025Q4,Mùa khô,21230,21760.75,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,210395614,3,23,1873538255,81458184.98,3.833333333,4092565301,CUST_0073,Retail,Đồng Nai,Đại lý VLXD Hoàng Gia - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.03076325798,0.8487299164,0.1512700836,85
736,1,PPGL,AZ050,0.4,G550,PGRA01,4210,1334,0,2,3.151197605,XLC,1200,12/31/2025,95370814,Huyện Cẩm Mỹ,Đồng Nai,2025,12,31,Wednesday,FALSE,5,2025Q4,Mùa khô,22653.4,79475.67833,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,210395614,2,23,1873538255,81458184.98,3.833333333,8377944669,CUST_0026,Wholesale,Long An,Công ty TNHH VLXD Phúc Lộc - Long An,Standard,High,Medium,Medium,0,0,1,0.1123550795,0.6312473085,0.3687526915,85
799,1A,PPGL,AZ050,0.5,G550,PGRA01,4500,1050,0,2,4.27756654,XLC,1200,12/31/2025,88911900,TP. Dĩ An,Bình Dương,2025,12,31,Wednesday,FALSE,5,2025Q4,Mùa khô,19758.2,74093.25,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,210395614,0,23,1873538255,81458184.98,3.833333333,10689658678,CUST_0047,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Low,1,0,0,0.1047459194,0.8487299164,0.1512700836,75
838,1,PPGL,AZ050,0.4,G550,PGRA01,3430,1086,0,2,3.152573529,XLC,1200,1/6/2026,80315851,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,6,Tuesday,FALSE,1,2026Q1,Mùa khô,23415.7,66929.87583,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,80315851,6,23,1873538255,81458184.98,3.833333333,42799130622,CUST_0086,Retail,Bình Thuận,Đại lý VLXD Phú Cường - Bình Thuận,Economy,Low,Low,Low,0,0,0,0.09461902908,0.8487299164,0.1512700836,85
861,1,PPGL,AZ050,0.45,G550,PGRA01,4280,1186,0,2,3.602693603,XLC,1200,1/10/2026,92658148,Huyện Cẩm Mỹ,Đồng Nai,2026,1,10,Saturday,TRUE,2,2026Q1,Mùa khô,21649.1,77215.12333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,92658148,4,23,1873538255,81458184.98,3.833333333,8377944669,CUST_0111,Retail,Đồng Nai,Đại lý VLXD Thịnh Vượng - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.109159324,0.8487299164,0.1512700836,85
914,1,PPGL,AZ050,0.5,G550,PGRA01,4580,1066,0,2,3.040752351,Màu xám lông chuột,1200,1/16/2026,93716876,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,16,Friday,FALSE,3,2026Q1,Mùa khô,20462.2,78097.39667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,93716876,6,23,1873538255,81458184.98,3.833333333,42799130622,CUST_0056,Partner,Tỉnh Khánh Hòa,Xưởng VLXD Bình Minh - Tỉnh Khánh Hòa,Premium,High,High,High,0,1,0,0.1104065973,0.5533159006,0.4466840994,60
1000,1,PPGL,AZ050,0.4,G550,PGRA01,3990,1274,0,2,3.126959248,Màu xám lông chuột,1200,1/31/2026,94407390,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,23661,78672.825,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,279658555,15,23,1873538255,81458184.98,3.833333333,42799130622,CUST_0094,Retail,TP. Hồ Chí Minh,Đại lý VLXD Phú Cường - TP. Hồ Chí Minh,Economy,Low,Low,Low,0,0,0,0.1112200826,0.8487299164,0.1512700836,85
1009,1,PPGL,AZ050,0.4,G550,PGRA01,4050,1282,0,2,3.154205607,Màu xám lông chuột,1200,1/31/2026,94637565,TX. Bến Cát,Bình Dương,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,23367.3,78864.6375,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,279658555,0,23,1873538255,81458184.98,3.833333333,10689658678,CUST_0107,Retail,Phú Yên,Đại lý VLXD Nam Việt - Phú Yên,Standard,High,Medium,Medium,0,0,1,0.1114912487,0.6312473085,0.3687526915,85
1025,1,PPGL,AZ050,0.4,G550,PGRA01,4000,1274,0,2,3.134796238,Màu xám lông chuột,1200,1/31/2026,90613600,Quận Bình Tân,TP. Hồ Chí Minh,2026,1,31,Saturday,TRUE,5,2026Q1,Mùa khô,22653.4,75511.33333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA01,1200,TONMAU_TRUNGBINH_CAO_PGRA01_1200,279658555,0,23,1873538255,81458184.98,3.833333333,42799130622,CUST_0063,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Thịnh Vượng - Bà Rịa - Vũng Tàu,Premium,High,High,Medium,0,0,0,0.1067506693,0.5533159006,0.4466840994,90
141,1,PPGL,AZ030,0.45,G550,PGRA02,4370,1176,0,4,3.703389831,XLC,1200,8/30/2025,95832352,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,30,Saturday,TRUE,5,2025Q3,Mùa mưa,21929.6,79860.29333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA02,1200,TONMAU_TRUNGBINH_CAO_PGRA02_1200,95832352,,7,414737532,59248218.86,1.4,42799130622,CUST_0048,Retail,Bình Dương,Đại lý VLXD Đại Phát - Bình Dương,Economy,Medium,Low,Low,0,0,0,0.1128988112,0.8487299164,0.1512700836,85
253,2,PPGL,AZ030,0.4,G550,PGRA02,2480,782,0,2,3.163265306,XLC,1200,9/30/2025,54014400,TX. Bến Cát,Bình Dương,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,21780,45012,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA02,1200,TONMAU_TRUNGBINH_CAO_PGRA02_1200,117394200,31,7,414737532,59248218.86,1.4,10689658678,CUST_0061,Retail,Bình Định,Đại lý VLXD Nam Việt - Bình Định,Standard,Low,Medium,Low,1,0,0,0.06363364169,0.6312473085,0.3687526915,75
255,2,PPGL,AZ030,0.4,G550,PGRA02,2910,918,0,2,3.163043478,XLC,1200,9/30/2025,63379800,TX. Bến Cát,Bình Dương,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,21780,52816.5,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA02,1200,TONMAU_TRUNGBINH_CAO_PGRA02_1200,117394200,0,7,414737532,59248218.86,1.4,10689658678,CUST_0081,Partner,Vĩnh Long,Xưởng VLXD Thịnh Vượng - Vĩnh Long,Premium,Medium,High,High,0,0,0,0.07466689408,0.5533159006,0.4466840994,75
317,1,PPGL,AZ030,0.45,G550,PGRA02,3490,940,0,4,3.697033898,XLC,1200,10/10/2025,71555121,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,10,Friday,FALSE,2,2025Q4,Mùa mưa,20502.9,59629.2675,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA02,1200,TONMAU_TRUNGBINH_CAO_PGRA02_1200,71555121,10,7,414737532,59248218.86,1.4,42799130622,CUST_0026,Wholesale,Long An,Công ty TNHH VLXD Phúc Lộc - Long An,Standard,Low,Medium,Low,0,0,0,0.08429813033,0.6312473085,0.3687526915,85
409,3,PPGL,AZ030,0.4,G550,PGRA02,450,0,146,2,3.040540541,XLC,1200,10/23/2025,8959500,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,10,23,Thursday,FALSE,4,2025Q4,Mùa mưa,19910,7466.25,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA02,1200,TONMAU_TRUNGBINH_CAO_PGRA02_1200,8959500,13,7,414737532,59248218.86,1.4,4092565301,CUST_0036,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Hưng Thịnh - Bà Rịa - Vũng Tàu,Standard,Low,Medium,Low,1,0,0,0.01055506703,0.6312473085,0.3687526915,75
657,1,PPGL,AZ030,0.5,G550,PGRA02,4550,1076,0,4,4.212962963,XLC,1200,12/8/2025,92387295,Quận Bình Tân,TP. Hồ Chí Minh,2025,12,8,Monday,FALSE,2,2025Q4,Mùa khô,20304.9,76989.4125,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA02,1200,TONMAU_TRUNGBINH_CAO_PGRA02_1200,92387295,46,7,414737532,59248218.86,1.4,42799130622,CUST_0001,Retail,Gia Lai,Đại lý VLXD Phú Cường - Gia Lai,Standard,Low,Medium,Low,0,0,0,0.1088402357,0.6312473085,0.3687526915,85
709,3,PPGL,AZ030,0.4,G550,PGRA02,1510,0,474,2,3.172268908,XLC,1200,12/18/2025,28609064,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,12,18,Thursday,FALSE,3,2025Q4,Mùa khô,18946.4,23840.88667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRA02,1200,TONMAU_TRUNGBINH_CAO_PGRA02_1200,28609064,10,7,414737532,59248218.86,1.4,4092565301,CUST_0008,Partner,Phú Yên,Xưởng VLXD Hoàng Gia - Phú Yên,Premium,High,High,High,0,0,0,0.03370395538,0.5533159006,0.4466840994,75
53,1,PPGL,AZ050,0.45,G550,PGRE01,3970,1090,0,2,3.635531136,XN,1200,8/12/2025,90244055,Huyện Cẩm Mỹ,Đồng Nai,2025,8,12,Tuesday,FALSE,2,2025Q3,Mùa mưa,22731.5,75203.37917,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,90244055,,126,10846113064,86080262.41,21,8377944669,CUST_0113,Partner,Đồng Nai,Xưởng VLXD Hoàng Gia - Đồng Nai,Standard,Medium,Medium,Low,0,0,0,0.1063153133,0.6312473085,0.3687526915,85
68,1,PPGL,AZ050,0.45,G550,PGRE01,3870,1062,0,2,3.637218045,XN,1200,8/18/2025,83833101,Quận Tân Phú,TP. Hồ Chí Minh,2025,8,18,Monday,FALSE,3,2025Q3,Mùa mưa,21662.3,69860.9175,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,231122100,6,126,10846113064,86080262.41,21,42799130622,CUST_0099,Retail,Gia Lai,Đại lý VLXD Việt Thành - Gia Lai,Economy,Low,Low,Low,0,0,0,0.09876265423,0.8487299164,0.1512700836,85
81,1,PPGL,AZ050,0.4,G550,PGRE01,4090,1314,0,2,3.107902736,XN,1200,8/20/2025,96247107,Huyện Cẩm Mỹ,Đồng Nai,2025,8,20,Wednesday,FALSE,3,2025Q3,Mùa mưa,23532.3,80205.9225,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,231122100,2,126,10846113064,86080262.41,21,8377944669,CUST_0052,Wholesale,Gia Lai,Công ty TNHH VLXD Hoàng Gia - Gia Lai,Standard,Low,Medium,Medium,0,0,0,0.1133874285,0.6312473085,0.3687526915,85
99,1,PPGL,AZ050,0.4,G550,PGRE01,2190,706,0,2,3.093220339,XN,1200,8/21/2025,51041892,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,8,21,Thursday,FALSE,3,2025Q3,Mùa mưa,23306.8,42534.91,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,231122100,1,126,10846113064,86080262.41,21,4092565301,CUST_0079,Retail,Đồng Nai,Đại lý VLXD Hoàng Gia - Đồng Nai,Economy,Low,Low,Low,1,0,0,0.0601317698,0.8487299164,0.1512700836,75
93,1,PPGL,AZ050,0.4,G550,PGRE01,4030,1298,0,2,3.1,XN,1200,8/23/2025,94835169,TP. Thủ Đức,TP. Hồ Chí Minh,2025,8,23,Saturday,TRUE,4,2025Q3,Mùa mưa,23532.3,79029.3075,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,460478634,2,126,10846113064,86080262.41,21,42799130622,CUST_0047,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Low,0,0,0,0.1117240433,0.8487299164,0.1512700836,85
114,1,PPGL,AZ050,0.4,G550,PGRE01,3960,1278,0,2,3.09375,XN,1200,8/25/2025,91881108,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,25,Monday,FALSE,4,2025Q3,Mùa mưa,23202.3,76567.59,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,460478634,2,126,10846113064,86080262.41,21,42799130622,CUST_0056,Partner,Tỉnh Khánh Hòa,Xưởng VLXD Bình Minh - Tỉnh Khánh Hòa,Standard,Medium,Medium,Low,0,0,0,0.1082439036,0.6312473085,0.3687526915,85
117,1,PPGL,AZ050,0.4,G550,PGRE01,3810,1226,0,2,3.102605863,XN,1200,8/27/2025,88819863,,Tỉnh Khánh Hòa,2025,8,27,Wednesday,FALSE,4,2025Q3,Mùa mưa,23312.3,74016.5525,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,460478634,2,126,10846113064,86080262.41,21,4119564554,CUST_0086,Retail,Bình Thuận,Đại lý VLXD Phú Cường - Bình Thuận,Economy,Medium,Low,Medium,0,0,0,0.1046374918,0.8487299164,0.1512700836,85
118,1,PPGL,AZ050,0.45,G550,PGRE01,4100,1110,0,2,3.68705036,XN,1200,8/27/2025,93325430,,Tỉnh Khánh Hòa,2025,8,27,Wednesday,FALSE,4,2025Q3,Mùa mưa,22762.3,77771.19167,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,460478634,0,126,10846113064,86080262.41,21,4119564554,CUST_0014,Retail,Bình Định,Đại lý VLXD Minh Phát - Bình Định,Standard,Medium,Medium,Medium,0,0,0,0.10994544,0.6312473085,0.3687526915,85
125,1,PPGL,AZ050,0.4,G550,PGRE01,3920,1258,0,2,3.111111111,XN,1200,8/28/2025,91617064,Phường An Phú Đông,TP. Hồ Chí Minh,2025,8,28,Thursday,FALSE,4,2025Q3,Mùa mưa,23371.7,76347.55333,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,460478634,1,126,10846113064,86080262.41,21,42799130622,CUST_0090,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Medium,Low,Low,0,0,0,0.1079328369,0.8487299164,0.1512700836,85
