STT;Phân loại;Loại Hàng;Độ M;Độ D;Độ MT;Mã màu;Khối lượng;Met A;Met B;Met C;Tỷ trọng thực tế;Tên màu;Khổ (mm);Ngày bán;Thành Tiền;Khu Vực (Quận/Huyện);Tỉnh / Thành Phố;Năm;Tháng;Ngày;Thứ;Cuối_tuần;Tuần_trong_tháng;Quý;Mùa;Giá_trên_kg;Doanh_thu_trên_mm;Mức_độ_dày;Mức_độ_cứng;SKU_Dòng;SKU_Độ_dày;SKU_Màu;Mã_sản_phẩm;Doanh_thu_theo_tuan_trong_thang;Khoảng_cách_đơn_trước;Số_lần_bán_sản_phẩm;Tổng_doanh_thu_sản_phẩm;Doanh_thu_tb_mỗi_lần;Tần_suất_bán;Doanh_thu_tỉnh;Mã_khách_hàng;Loại_khách_hàng;Tên_khách_hàng;Phân_khúc_sản_phẩm;Mức_rủi_ro_giao_dịch;Độ_phức_tạp_bảo_hành;Mức_độ_khiếu_nại;Khoảng_cách_vận_chuyển_km;Cờ_giao_hàng_trễ;Cờ_khiếu_nại_lặp_lại;Cờ_giao_dịch_bất_thường;Tỷ_trọng_doanh_thu_%;Tỷ_lệ_chi_phí;Ước_tính_biên_lợi_nhuận;Điểm_hài_lòng_khách_hàng
154;1A;PPGL;AZ050;0.5;G550;PRED09;3930;922;0;2;4.253246753;ND;1200;2025-09-08;83637081;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;8;Thứ 2;False;2;2025Q3;Mùa mưa;21282;69698;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;180381531.0;11;33;2849409629.0;86345746;7;42799130622;CUST_0099;Bán lẻ;Đại lý VLXD Thịnh - Gia Lai;Phổ thông;Thấp;Thấp;Trung bình;527;0;0;0;0.098531726;0.789982868;0.210017132;85
166;1;PPGL;AZ050;0.4;G550;PRED09;4250;1322;0;2;3.209969789;ND;1200;2025-09-12;96744450;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;12;Thứ 6;False;2;2025Q3;Mùa mưa;22763;80620;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;180381531.0;4;33;2849409629.0;86345746;7;42799130622;CUST_0035;Đối tác;Xưởng VLXD Minh - Bình Dương;Tiêu chuẩn;Thấp;Trung bình;Trung bình;337;0;0;0;0.113973342;0.704311601;0.295688399;90
189;1;PPGL;AZ050;0.4;G550;PRED09;3390;1046;0;2;3.234732824;ND;1200;2025-09-18;73804368;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;18;Thứ 5;False;3;2025Q3;Mùa mưa;21771;61504;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;264132627.0;6;33;2849409629.0;86345746;7;42799130622;CUST_0001;Bán lẻ;Đại lý VLXD An - Gia Lai;Tiêu chuẩn;Thấp;Trung bình;Thấp;200;1;0;0;0.086947938;0.723818749;0.276181251;80
196;1;PPGL;AZ050;0.45;G550;PRED09;4310;1178;0;2;3.652542373;ND;1200;2025-09-20;95336769;Huyện Cẩm Mỹ;Đồng Nai;2025;9;20;Thứ 7;True;3;2025Q3;Mùa mưa;22120;79447;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;264132627.0;2;33;2849409629.0;86345746;7;8377944669;CUST_0040;Bán lẻ;Đại lý VLXD Tâm - Phú Yên;Phổ thông;Trung bình;Thấp;Thấp;70;1;0;0;0.112314972;0.708400346;0.291599654;75
197;1;PPGL;AZ050;0.4;G550;PRED09;4190;1298;0;2;3.223076923;ND;1200;2025-09-20;94991490;Huyện Cẩm Mỹ;Đồng Nai;2025;9;20;Thứ 7;True;3;2025Q3;Mùa mưa;22671;79160;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;264132627.0;0;33;2849409629.0;86345746;7;8377944669;CUST_0064;Bán lẻ;Đại lý VLXD Phát - Vĩnh Long;Tiêu chuẩn;Cao;Trung bình;Cao;70;0;1;0;0.111908203;0.672016174;0.327983826;60
217;1;PPGL;AZ050;0.4;G550;PRED09;4190;1310;0;2;3.193597561;ND;1200;2025-09-30;96761346;Huyện Cẩm Mỹ;Đồng Nai;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;23093;80634;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;189407922.0;10;33;2849409629.0;86345746;7;8377944669;CUST_0022;Bán lẻ;Đại lý VLXD Long - Bình Thuận;Phổ thông;Thấp;Thấp;Trung bình;70;0;0;0;0.113993247;0.780305631;0.219694369;85
271;1;PPGL;AZ050;0.4;G550;PRED09;4140;1270;0;2;3.254716981;ND;1200;2025-09-30;92646576;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22378;77205;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;189407922.0;0;33;2849409629.0;86345746;7;42799130622;CUST_0060;Bán lẻ;Đại lý VLXD Bình - Bình Dương;Phổ thông;Thấp;Thấp;Trung bình;562;1;1;0;0.109145691;0.725368729;0.274631271;60
376;1;PPGL;AZ050;0.45;G550;PRED09;4370;1190;0;2;3.666107383;ND;1200;2025-10-17;98509851;TP. Quy Nhơn;Bình Định;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;22542;82092;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;357399581.0;17;33;2849409629.0;86345746;6;6068560773;CUST_0064;Bán lẻ;Đại lý VLXD Phát - Vĩnh Long;Phổ thông;Trung bình;Thấp;Trung bình;266;1;0;0;0.116053137;0.748367471;0.251632529;75
377;1;PPGL;AZ050;0.45;G550;PRED09;3820;1034;0;2;3.687258687;ND;1200;2025-10-17;86107384;TP. Quy Nhơn;Bình Định;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;22541;71756;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;357399581.0;0;33;2849409629.0;86345746;6;6068560773;CUST_0093;Bán sỉ;Công ty VLXD Phát - Long An;Tiêu chuẩn;Thấp;Trung bình;Thấp;341;0;0;0;0.101441957;0.666033259;0.333966741;90
388;1;PPGL;AZ050;0.4;G550;PRED09;4300;1362;0;2;3.152492669;ND;1200;2025-10-17;99301620;TP. Quy Nhơn;Bình Định;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;23093;82751;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;357399581.0;0;33;2849409629.0;86345746;6;6068560773;CUST_0072;Bán lẻ;Đại lý VLXD Hải - Bình Định;Phổ thông;Thấp;Thấp;Thấp;443;0;0;0;0.116985909;0.824981453;0.175018547;85
395;1;PPGL;AZ050;0.45;G550;PRED09;3260;882;0;2;3.687782805;ND;1200;2025-10-21;73480726;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;10;21;Thứ 3;False;3;2025Q4;Mùa mưa;22540;61234;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;357399581.0;4;33;2849409629.0;86345746;6;4092565301;CUST_0011;Bán lẻ;Đại lý VLXD Long - Long An;Phổ thông;Trung bình;Thấp;Thấp;10;0;0;0;0.08656666;0.839411135;0.160588865;85
506;1;PPGL;AZ050;0.4;G550;PRED09;4270;1354;0;2;3.148967552;ND;1200;2025-10-31;93752120;Huyện Cẩm Mỹ;Đồng Nai;2025;10;31;Thứ 6;False;5;2025Q4;Mùa mưa;21956;78127;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;188382480.0;10;33;2849409629.0;86345746;6;8377944669;CUST_0105;Đối tác;Xưởng VLXD Tú - Bà Rịa - Vũng Tàu;Cao cấp;Cao;Cao;Trung bình;70;0;1;0;0.110448118;0.594263424;0.405736576;70
507;1;PPGL;AZ050;0.4;G550;PRED09;4310;1370;0;2;3.141399417;ND;1200;2025-10-31;94630360;Huyện Cẩm Mỹ;Đồng Nai;2025;10;31;Thứ 6;False;5;2025Q4;Mùa mưa;21956;78859;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;188382480.0;0;33;2849409629.0;86345746;6;8377944669;CUST_0101;Bán lẻ;Đại lý VLXD Đạt - Vĩnh Long;Phổ thông;Thấp;Thấp;Thấp;70;1;1;0;0.111482761;0.759241778;0.240758222;60
653;1;PPGL;AZ050;0.4;G550;PRED09;3660;1158;2;4;3.144329897;ND;1200;2025-12-05;78438558;TP. Quy Nhơn;Bình Định;2025;12;5;Thứ 6;False;1;2025Q4;Mùa khô;21431;65365;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;78438558.0;35;33;2849409629.0;86345746;11;6068560773;CUST_0014;Bán lẻ;Đại lý VLXD Dũng - Bình Định;Phổ thông;Thấp;Thấp;Trung bình;383;0;0;0;0.092407415;0.738104653;0.261895347;85
660;1;PPGL;AZ050;0.4;G550;PRED09;4220;1342;0;2;3.139880952;ND;1200;2025-12-09;91883748;Huyện Long Hồ;Vĩnh Long;2025;12;9;Thứ 3;False;2;2025Q4;Mùa khô;21773;76570;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;267874189.0;4;33;2849409629.0;86345746;11;7589710139;CUST_0060;Bán lẻ;Đại lý VLXD Bình - Bình Dương;Phổ thông;Trung bình;Thấp;Thấp;377;0;0;0;0.108247014;0.847320278;0.152679722;85
662;1;PPGL;AZ050;0.45;G550;PRED09;4250;1174;0;2;3.613945578;ND;1200;2025-12-09;92452800;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;9;Thứ 3;False;2;2025Q4;Mùa khô;21754;77044;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;267874189.0;0;33;2849409629.0;86345746;11;42799130622;CUST_0030;Bán lẻ;Đại lý VLXD Đạt - Gia Lai;Phổ thông;Thấp;Thấp;Trung bình;155;0;0;0;0.108917406;0.847453;0.152547;85
673;1;PPGL;AZ050;0.4;G550;PRED09;3670;1154;0;2;3.174740484;ND;1200;2025-12-10;83537641;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;10;Thứ 4;False;2;2025Q4;Mùa khô;22762;69615;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;267874189.0;1;33;2849409629.0;86345746;11;42799130622;CUST_0035;Đối tác;Xưởng VLXD Minh - Bình Dương;Cao cấp;Trung bình;Cao;Cao;412;0;0;0;0.098414577;0.638746542;0.361253458;70
702;1;PPGL;AZ050;0.4;G550;PRED09;4220;1342;0;2;3.139880952;ND;1200;2025-12-18;90955348;TP. Quy Nhơn;Bình Định;2025;12;18;Thứ 5;False;3;2025Q4;Mùa khô;21553;75796;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;117423988.0;8;33;2849409629.0;86345746;11;6068560773;CUST_0085;Bán lẻ;Đại lý VLXD Bình - Bình Dương;Phổ thông;Trung bình;Thấp;Trung bình;553;0;0;0;0.107153278;0.817850372;0.182149628;85
706;3;PPGL;AZ050;0.4;G550;PRED09;1350;0;430;2;3.125;ND;1200;2025-12-18;26468640;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;12;18;Thứ 5;False;3;2025Q4;Mùa khô;19606;22057;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;117423988.0;0;33;2849409629.0;86345746;11;4092565301;CUST_0037;Bán lẻ;Đại lý VLXD An - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;10;0;1;0;0.031182351;0.748866932;0.251133068;70
735;1;PPGL;AZ050;0.45;G550;PRED09;4250;1174;0;2;3.613945578;ND;1200;2025-12-26;93934775;Huyện Cẩm Mỹ;Đồng Nai;2025;12;26;Thứ 6;False;4;2025Q4;Mùa khô;22102;78279;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;93934775.0;8;33;2849409629.0;86345746;11;8377944669;CUST_0005;Bán lẻ;Đại lý VLXD Phúc - Bình Dương;Tiêu chuẩn;Trung bình;Trung bình;Thấp;70;0;0;0;0.110663301;0.722550073;0.277449927;90
749;1;PPGL;AZ050;0.4;G550;PRED09;4240;1346;0;2;3.145400593;ND;1200;2025-12-29;91386416;TX. Bến Cát;Bình Dương;2025;12;29;Thứ 2;False;5;2025Q4;Mùa khô;21553;76155;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;301388252.0;3;33;2849409629.0;86345746;11;10689658678;CUST_0083;Bán lẻ;Đại lý VLXD Tú - Vĩnh Long;Tiêu chuẩn;Thấp;Trung bình;Thấp;110;1;0;0;0.107661114;0.661318953;0.338681047;80
754;2;PPGL;AZ050;0.4;G550;PRED09;710;210;0;2;3.349056604;ND;1200;2025-12-29;15187326;Huyện Long Hồ;Vĩnh Long;2025;12;29;Thứ 2;False;5;2025Q4;Mùa khô;21391;12656;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;301388252.0;0;33;2849409629.0;86345746;11;7589710139;CUST_0078;Bán lẻ;Đại lý VLXD Đạt - Gia Lai;Phổ thông;Trung bình;Thấp;Thấp;91;0;0;0;0.017891985;0.749015965;0.250984035;85
734;1;PPGL;AZ050;0.4;G550;PRED09;4300;1354;0;2;3.171091445;ND;1200;2025-12-31;97409620;Huyện Cẩm Mỹ;Đồng Nai;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;22653;81175;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;301388252.0;2;33;2849409629.0;86345746;11;8377944669;CUST_0026;Bán sỉ;Công ty VLXD Minh - Long An;Tiêu chuẩn;Thấp;Trung bình;Trung bình;70;0;0;0;0.11475697;0.711729804;0.288270196;90
807;1;PPGL;AZ050;0.45;G550;PRED09;4300;1190;0;2;3.60738255;ND;1200;2025-12-31;97404890;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;22652;81171;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;301388252.0;0;33;2849409629.0;86345746;11;42799130622;CUST_0062;Bán lẻ;Đại lý VLXD Phát - Bình Thuận;Phổ thông;Thấp;Thấp;Trung bình;96;0;0;0;0.114751397;0.711948089;0.288051911;85
818;1;PPGL;AZ050;0.4;G550;PRED09;4260;1346;0;2;3.160237389;ND;1200;2026-01-06;92754684;TX. Bến Cát;Bình Dương;2026;1;6;Thứ 3;False;1;2026Q1;Mùa khô;21773;77296;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;182963704.0;6;33;2849409629.0;86345746;7;10689658678;CUST_0004;Bán lẻ;Đại lý VLXD Nam - Tỉnh Khánh Hòa;Phổ thông;Thấp;Thấp;Thấp;110;0;0;0;0.109273052;0.707284408;0.292715592;85
834;1;PPGL;AZ050;0.45;G550;PRED09;4100;1130;0;2;3.621908127;ND;1200;2026-01-06;90209020;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;6;Thứ 3;False;1;2026Q1;Mùa khô;22002;75174;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;182963704.0;0;33;2849409629.0;86345746;7;42799130622;CUST_0089;Đối tác;Xưởng VLXD Dũng - Bình Thuận;Tiêu chuẩn;Thấp;Trung bình;Thấp;332;0;0;0;0.106274039;0.667193055;0.332806945;90
910;1;PPGL;AZ050;0.4;G550;PRED09;4310;1356;0;4;3.169117647;ND;1200;2026-01-15;94763108;TP. Quy Nhơn;Bình Định;2026;1;15;Thứ 5;False;3;2026Q1;Mùa khô;21987;78969;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;190343538.0;9;33;2849409629.0;86345746;7;6068560773;CUST_0109;Bán lẻ;Đại lý VLXD Tú - Long An;Phổ thông;Trung bình;Thấp;Thấp;544;0;0;0;0.111639149;0.76684582;0.23315418;85
926;1;PPGL;AZ050;0.4;G550;PRED09;4100;1282;0;2;3.193146417;Màu nâu đất;1200;2026-01-20;95580430;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;20;Thứ 3;False;3;2026Q1;Mùa khô;23312;79650;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;190343538.0;5;33;2849409629.0;86345746;7;42799130622;CUST_0042;Bán lẻ;Đại lý VLXD Khánh - TP. Hồ Chí Minh;Tiêu chuẩn;Cao;Trung bình;Trung bình;455;0;0;1;0.112602025;0.734346623;0.265653377;90
948;1;PPGL;AZ050;0.4;G550;PRED09;4250;1350;0;2;3.143491124;Màu nâu đất;1200;2026-01-28;101419450;Huyện Long Hồ;Vĩnh Long;2026;1;28;Thứ 4;False;4;2026Q1;Mùa khô;23863;84516;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;197932372.0;8;33;2849409629.0;86345746;7;7589710139;CUST_0089;Đối tác;Xưởng VLXD Dũng - Bình Thuận;Cao cấp;Trung bình;Cao;Cao;599;0;1;0;0.119480897;0.518922964;0.481077036;55
949;1;PPGL;AZ050;0.45;G550;PRED09;4140;1146;0;2;3.606271777;Màu nâu đất;1200;2026-01-28;96512922;Huyện Long Hồ;Vĩnh Long;2026;1;28;Thứ 4;False;4;2026Q1;Mùa khô;23312;80427;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;197932372.0;0;33;2849409629.0;86345746;7;7589710139;CUST_0018;Bán lẻ;Đại lý VLXD Hùng - Bà Rịa - Vũng Tàu;Phổ thông;Thấp;Thấp;Trung bình;169;0;1;0;0.113700582;0.718492589;0.281507411;70
997;1;PPGL;AZ050;0.4;G550;PRED09;4170;1296;0;4;3.207692308;Màu nâu đất;1200;2026-01-31;98638848;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;23654;82199;Trung bình;Cao;Tôn Màu;Trung bình;PRED09;Tôn Màu_Trung bình_G550_PRED09;98638848.0;3;33;2849409629.0;86345746;7;42799130622;CUST_0040;Bán lẻ;Đại lý VLXD Tâm - Phú Yên;Phổ thông;Trung bình;Thấp;Thấp;254;0;0;0;0.116205107;0.72211789;0.27788211;85
140;1;PPGL;AZ030;0.4;G550;PRED10;4280;1358;0;2;3.147058824;ND;1200;2025-08-30;96485752;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;30;Thứ 7;True;5;2025Q3;Mùa mưa;22543;80405;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;96485752.0;;10;514004612.0;51400461;1;42799130622;CUST_0072;Bán lẻ;Đại lý VLXD Hải - Bình Định;Phổ thông;Trung bình;Thấp;Trung bình;155;1;0;0;0.113668573;0.704460439;0.295539561;75
186;1;PPGL;AZ030;0.45;G550;PRED10;4360;1178;0;2;3.694915254;ND;1200;2025-09-17;93709044;TP. Quy Nhơn;Bình Định;2025;9;17;Thứ 4;False;3;2025Q3;Mùa mưa;21493;78091;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;93709044.0;18;10;514004612.0;51400461;3;6068560773;CUST_0039;Bán sỉ;Công ty VLXD Phúc - Bình Dương;Cao cấp;Cao;Cao;Cao;479;1;0;0;0.11039737;0.510759761;0.489240239;60
254;2;PPGL;AZ030;0.4;G550;PRED10;1320;418;0;2;3.142857143;ND;1200;2025-09-30;28749600;TX. Bến Cát;Bình Dương;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21780;23958;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;51836400.0;13;10;514004612.0;51400461;3;10689658678;CUST_0104;Bán lẻ;Đại lý VLXD Hùng - Bình Dương;Phổ thông;Thấp;Thấp;Trung bình;110;0;0;0;0.033869519;0.79898048;0.20101952;85
256;2;PPGL;AZ030;0.4;G550;PRED10;1060;334;0;2;3.154761905;ND;1200;2025-09-30;23086800;TX. Bến Cát;Bình Dương;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21780;19239;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;51836400.0;0;10;514004612.0;51400461;3;10689658678;CUST_0014;Bán lẻ;Đại lý VLXD Dũng - Bình Định;Phổ thông;Thấp;Thấp;Thấp;110;0;0;0;0.02719825;0.764737649;0.235262351;85
279;1;PPGL;AZ030;0.45;G550;PRED10;4520;1218;0;2;3.704918033;ND;1200;2025-10-02;95497204;TP. Quy Nhơn;Bình Định;2025;10;2;Thứ 5;False;1;2025Q4;Mùa mưa;21128;79581;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;95497204.0;2;10;514004612.0;51400461;2;6068560773;CUST_0032;Bán lẻ;Đại lý VLXD Tâm - Tỉnh Khánh Hòa;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;203;1;0;0;0.112503978;0.71454046;0.28545954;80
396;1;PPGL;AZ030;0.4;G550;PRED10;1640;518;0;2;3.153846154;ND;1200;2025-10-21;36772736;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;10;21;Thứ 3;False;3;2025Q4;Mùa mưa;22422;30644;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;36772736.0;19;10;514004612.0;51400461;2;4092565301;CUST_0051;Đối tác;Xưởng VLXD An - Bà Rịa - Vũng Tàu;Tiêu chuẩn;Thấp;Trung bình;Trung bình;10;0;0;0;0.043321468;0.748889658;0.251110342;90
707;3;PPGL;AZ030;0.4;G550;PRED10;970;0;302;2;3.190789474;ND;1200;2025-12-18;18378008;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;12;18;Thứ 5;False;3;2025Q4;Mùa khô;18946;15315;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;24819784.0;58;10;514004612.0;51400461;4;4092565301;CUST_0038;Bán lẻ;Đại lý VLXD Phát - Bình Thuận;Phổ thông;Thấp;Thấp;Thấp;10;0;0;0;0.021650885;0.798855202;0.201144798;85
708;3;PPGL;AZ030;0.4;G550;PRED10;340;0;102;2;3.269230769;ND;1200;2025-12-18;6441776;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;12;18;Thứ 5;False;3;2025Q4;Mùa khô;18946;5368;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;24819784.0;0;10;514004612.0;51400461;4;4092565301;CUST_0097;Bán lẻ;Đại lý VLXD Tú - Đồng Nai;Phổ thông;Thấp;Thấp;Trung bình;10;0;0;0;0.00758897;0.707568336;0.292431664;85
755;2;PPGL;AZ030;0.4;G550;PRED10;820;254;0;2;3.203125;ND;1200;2025-12-29;17589000;Huyện Long Hồ;Vĩnh Long;2025;12;29;Thứ 2;False;5;2025Q4;Mùa khô;21450;14658;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;114883692.0;11;10;514004612.0;51400461;4;7589710139;CUST_0023;Bán lẻ;Đại lý VLXD Nam - Phú Yên;Phổ thông;Trung bình;Thấp;Thấp;307;1;0;0;0.020721365;0.71568443;0.28431557;75
775;1;PPGL;AZ030;0.4;G550;PRED10;4380;1394;0;2;3.137535817;ND;1200;2025-12-31;97294692;TP. Thủ Đức;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;22213;81079;Trung bình;Cao;Tôn Màu;Trung bình;PRED10;Tôn Màu_Trung bình_G550_PRED10;114883692.0;2;10;514004612.0;51400461;4;42799130622;CUST_0063;Bán sỉ;Công ty VLXD Nam - Bà Rịa - Vũng Tàu;Tiêu chuẩn;Thấp;Trung bình;Thấp;510;1;0;0;0.114621574;0.732150613;0.267849387;80
405;3;PPGL;AZ030;0.4;G550;PRED24;410;0;134;2;3.014705882;DD;1200;2025-10-23;8163100;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;10;23;Thứ 5;False;4;2025Q4;Mùa mưa;19910;6803;Trung bình;Cao;Tôn Màu;Trung bình;PRED24;Tôn Màu_Trung bình_G550_PRED24;8163100.0;;2;106882710.0;53441355;1;4092565301;CUST_0015;Bán lẻ;Đại lý VLXD Hùng - Bình Thuận;Tiêu chuẩn;Trung bình;Trung bình;Thấp;10;0;0;0;0.009616839;0.679124392;0.320875608;90
669;1A;PPGL;AZ030;0.4;G550;PRED24;4580;1538;0;2;2.974025974;DD;1200;2025-12-11;98719610;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;11;Thứ 5;False;2;2025Q4;Mùa khô;21555;82266;Trung bình;Cao;Tôn Màu;Trung bình;PRED24;Tôn Màu_Trung bình_G550_PRED24;98719610.0;49;2;106882710.0;53441355;1;42799130622;CUST_0097;Bán lẻ;Đại lý VLXD Tú - Đồng Nai;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;540;0;0;0;0.116300251;0.723725574;0.276274426;90
689;1B;PPGL;AZ050;0.45;G550;PWHI01;3030;778;0;2;3.884615385;TS;1200;2025-12-15;62210445;Quận 1;TP. Hồ Chí Minh;2025;12;15;Thứ 2;False;3;2025Q4;Mùa khô;20532;51842;Trung bình;Cao;Tôn Màu;Trung bình;PWHI01;Tôn Màu_Trung bình_G550_PWHI01;62210445.0;;1;62210445.0;62210445;1;42799130622;CUST_0025;Bán lẻ;Đại lý VLXD Nam - Bình Thuận;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;100;0;1;0;0.073289293;0.72849185;0.27150815;75
113;1;PPGL;AZ050;0.4;G550;PWHI11;4215;1258;0;2;3.345238095;TS;1200;2025-08-25;91589421;Huyện Cẩm Mỹ;Đồng Nai;2025;8;25;Thứ 2;False;4;2025Q3;Mùa mưa;21729;76325;Trung bình;Cao;Tôn Màu;Trung bình;PWHI11;Tôn Màu_Trung bình_G550_PWHI11;91589421.0;;7;276356437.5;39479491;1;8377944669;CUST_0017;Bán lẻ;Đại lý VLXD Hùng - Long An;Phổ thông;Thấp;Thấp;Trung bình;70;0;0;0;0.107900271;0.839151181;0.160848819;85
315;1;PPGL;AZ050;0.45;G550;PWHI11;1545;398;0;2;3.8625;TS;1200;2025-10-09;32705178;TP. Thủ Đức;TP. Hồ Chí Minh;2025;10;9;Thứ 5;False;2;2025Q4;Mùa mưa;21168;27254;Trung bình;Cao;Tôn Màu;Trung bình;PWHI11;Tôn Màu_Trung bình_G550_PWHI11;65082605.5;45;7;276356437.5;39479491;2;42799130622;CUST_0097;Bán lẻ;Đại lý VLXD Tú - Đồng Nai;Phổ thông;Thấp;Thấp;Trung bình;244;1;1;0;0.038529532;0.842474381;0.157525619;60
